dispute_id,transaction_id,reason,status,opened_date,resolved_date
430,21576,Item Not Received,REJECTED,2025-10-30,2025-11-14
431,17573,Item Not As Described,REJECTED,2026-02-13,2026-02-20
432,28324,Item Not As Described,REJECTED,2025-11-21,2025-11-25
433,6758,Merchant Error,RESOLVED,2026-01-06,2026-01-18
434,11786,Item Not As Described,RESOLVED,2025-12-12,2025-12-13
435,33741,Merchant Error,RESOLVED,2025-09-25,2025-09-30
436,39271,Duplicate Charge,RESOLVED,2025-09-25,2025-10-07
437,46953,Fraud - Unauthorized,RESOLVED,2026-06-30,2026-07-13
438,34550,Duplicate Charge,REJECTED,2025-07-07,2025-07-10
439,18670,Duplicate Charge,RESOLVED,2024-09-04,2024-09-17
440,40808,Fraud - Unauthorized,RESOLVED,2025-01-03,2025-01-06
441,43915,Duplicate Charge,RESOLVED,2026-01-03,2026-01-06
442,18639,Fraud - Unauthorized,RESOLVED,2024-10-27,2024-11-07
443,38540,Merchant Error,RESOLVED,2024-11-05,2024-11-19
444,9347,Incorrect Amount,RESOLVED,2026-08-10,
445,30629,Fraud - Unauthorized,REJECTED,2025-07-30,2025-08-09
446,47408,Duplicate Charge,OPEN,2026-06-20,
447,43853,Item Not As Described,RESOLVED,2025-07-06,2025-07-16
448,21636,Fraud - Unauthorized,RESOLVED,2024-12-18,2024-12-22
449,49439,Merchant Error,RESOLVED,2025-08-04,2025-08-16
450,48681,Duplicate Charge,RESOLVED,2025-10-19,2025-10-26
451,36109,Incorrect Amount,RESOLVED,2025-10-29,2025-11-05
452,26508,Incorrect Amount,RESOLVED,2026-03-12,2026-03-24
453,7559,Incorrect Amount,RESOLVED,2026-05-07,2026-05-20
454,36749,Fraud - Unauthorized,RESOLVED,2025-11-04,2025-11-12
455,21932,Item Not As Described,RESOLVED,2025-07-05,2025-07-07
456,3330,Item Not As Described,RESOLVED,2026-08-04,
457,48354,Merchant Error,RESOLVED,2026-08-10,
458,25206,Fraud - Unauthorized,RESOLVED,2024-11-12,2024-11-26
459,41873,Fraud - Unauthorized,OPEN,2024-09-07,
460,24094,Fraud - Unauthorized,OPEN,2025-11-10,
461,42707,Duplicate Charge,OPEN,2026-03-23,
462,3938,Duplicate Charge,RESOLVED,2025-03-14,2025-03-15
463,6109,Merchant Error,OPEN,2026-07-28,
464,13424,Item Not As Described,RESOLVED,2025-11-28,2025-12-10
465,2188,Duplicate Charge,RESOLVED,2024-10-29,2024-11-10
466,3485,Incorrect Amount,OPEN,2026-04-29,
467,44083,Fraud - Unauthorized,RESOLVED,2025-08-23,2025-09-04
468,8106,Merchant Error,RESOLVED,2025-12-26,2025-12-27
469,35379,Merchant Error,RESOLVED,2024-08-30,2024-09-04
470,26233,Item Not Received,OPEN,2025-11-30,
471,2661,Merchant Error,RESOLVED,2024-08-31,2024-09-15
472,44310,Duplicate Charge,RESOLVED,2026-07-23,2026-07-26
473,7138,Merchant Error,OPEN,2025-06-03,
474,35052,Item Not Received,RESOLVED,2024-11-29,2024-12-14
475,7747,Incorrect Amount,REJECTED,2025-07-26,2025-07-28
476,25646,Item Not Received,OPEN,2025-12-19,
477,34765,Item Not As Described,RESOLVED,2026-08-10,
478,13794,Item Not As Described,OPEN,2026-07-05,
479,23812,Fraud - Unauthorized,RESOLVED,2026-02-13,2026-02-25
480,18707,Item Not Received,RESOLVED,2024-09-27,2024-10-09
481,1319,Item Not Received,OPEN,2025-08-25,
482,34874,Duplicate Charge,REJECTED,2024-09-12,2024-09-16
483,16736,Item Not Received,OPEN,2024-11-07,
484,22833,Merchant Error,RESOLVED,2025-03-03,2025-03-10
485,16691,Item Not As Described,RESOLVED,2025-09-02,2025-09-08
486,26773,Merchant Error,RESOLVED,2026-04-22,2026-05-02
487,29344,Item Not As Described,OPEN,2025-01-30,
488,17863,Duplicate Charge,RESOLVED,2025-11-02,2025-11-07
489,28796,Incorrect Amount,RESOLVED,2025-12-06,2025-12-09
490,12933,Item Not As Described,RESOLVED,2025-04-09,2025-04-14
491,37291,Item Not Received,RESOLVED,2026-05-11,2026-05-18
492,22014,Incorrect Amount,RESOLVED,2025-07-28,2025-08-06
493,8519,Incorrect Amount,RESOLVED,2026-03-14,2026-03-21
494,47246,Duplicate Charge,RESOLVED,2024-10-12,2024-10-22
495,27728,Item Not As Described,RESOLVED,2026-02-04,2026-02-13
496,33649,Item Not Received,RESOLVED,2024-11-07,2024-11-09
497,19546,Merchant Error,REJECTED,2024-10-14,2024-10-21
498,8518,Fraud - Unauthorized,RESOLVED,2025-03-09,2025-03-18
499,12499,Merchant Error,RESOLVED,2026-08-10,
500,18085,Item Not As Described,RESOLVED,2026-05-13,2026-05-15
501,49443,Item Not Received,RESOLVED,2026-08-03,
502,27796,Fraud - Unauthorized,RESOLVED,2025-09-24,2025-10-08
503,31448,Fraud - Unauthorized,RESOLVED,2025-10-28,2025-11-03
504,44,Item Not Received,RESOLVED,2025-01-15,2025-01-24
505,26586,Duplicate Charge,REJECTED,2025-08-31,2025-09-15
506,23015,Item Not As Described,OPEN,2025-05-08,
507,38707,Merchant Error,RESOLVED,2025-03-23,2025-04-04
508,18515,Item Not As Described,REJECTED,2025-08-27,2025-08-29
509,29966,Merchant Error,RESOLVED,2025-12-02,2025-12-08
510,7417,Item Not Received,REJECTED,2026-06-30,2026-07-11
511,44701,Incorrect Amount,REJECTED,2026-07-13,2026-07-19
512,44176,Merchant Error,REJECTED,2025-08-08,2025-08-21
513,24056,Item Not Received,RESOLVED,2024-11-17,2024-11-28
514,23296,Fraud - Unauthorized,OPEN,2025-11-30,
515,41377,Merchant Error,RESOLVED,2026-07-16,2026-07-27
516,10075,Item Not As Described,OPEN,2025-09-02,
517,13431,Item Not Received,OPEN,2025-10-27,
518,20571,Merchant Error,OPEN,2025-06-27,
519,13303,Item Not Received,REJECTED,2026-03-29,2026-04-12
520,34148,Item Not As Described,RESOLVED,2025-06-14,2025-06-29
521,45650,Duplicate Charge,RESOLVED,2026-08-10,
522,47999,Incorrect Amount,RESOLVED,2026-08-10,
523,42167,Duplicate Charge,OPEN,2026-02-19,
524,20669,Item Not As Described,OPEN,2026-07-16,
525,3865,Item Not Received,REJECTED,2025-10-18,2025-10-21
526,46824,Item Not Received,OPEN,2024-10-30,
527,39909,Incorrect Amount,OPEN,2026-08-10,
528,17136,Merchant Error,RESOLVED,2024-11-19,2024-11-26
529,40914,Item Not As Described,REJECTED,2026-06-07,2026-06-09
530,12555,Fraud - Unauthorized,OPEN,2026-01-15,
531,5974,Duplicate Charge,RESOLVED,2024-09-05,2024-09-15
532,29856,Item Not As Described,RESOLVED,2025-06-02,2025-06-09
533,14833,Duplicate Charge,RESOLVED,2025-07-14,2025-07-19
534,23354,Fraud - Unauthorized,RESOLVED,2025-08-29,2025-09-01
535,14106,Item Not Received,REJECTED,2025-04-22,2025-05-05
536,22458,Duplicate Charge,OPEN,2024-11-14,
537,48675,Item Not Received,RESOLVED,2026-02-14,2026-02-24
538,31080,Item Not As Described,OPEN,2024-10-05,
539,3166,Merchant Error,RESOLVED,2026-08-10,
540,7998,Merchant Error,REJECTED,2025-03-12,2025-03-16
541,11263,Incorrect Amount,RESOLVED,2024-10-30,2024-10-31
542,42817,Duplicate Charge,RESOLVED,2026-08-07,
543,33849,Duplicate Charge,RESOLVED,2025-09-15,2025-09-22
544,38357,Merchant Error,OPEN,2024-09-11,
545,45475,Incorrect Amount,RESOLVED,2025-12-13,2025-12-19
546,17610,Item Not Received,OPEN,2025-08-11,
547,40407,Fraud - Unauthorized,RESOLVED,2026-08-10,
548,23240,Item Not Received,RESOLVED,2026-01-24,2026-01-25
549,43521,Item Not Received,RESOLVED,2024-12-23,2024-12-27
550,2228,Fraud - Unauthorized,REJECTED,2025-11-02,2025-11-12
551,25589,Item Not Received,REJECTED,2026-07-02,2026-07-15
552,30836,Incorrect Amount,RESOLVED,2026-01-07,2026-01-09
553,32373,Item Not Received,RESOLVED,2025-11-24,2025-11-26
554,34512,Item Not As Described,RESOLVED,2025-03-24,2025-04-08
555,39437,Item Not Received,OPEN,2024-12-27,
556,47097,Merchant Error,REJECTED,2025-11-26,2025-12-06
557,8771,Merchant Error,RESOLVED,2026-08-10,
558,35097,Duplicate Charge,RESOLVED,2026-03-22,2026-03-30
559,37992,Item Not Received,RESOLVED,2026-08-10,
560,23184,Item Not As Described,RESOLVED,2026-07-07,2026-07-10
561,3394,Item Not As Described,RESOLVED,2025-11-08,2025-11-22
562,310,Item Not Received,RESOLVED,2026-08-10,
563,43217,Item Not Received,OPEN,2026-07-08,
564,39172,Incorrect Amount,RESOLVED,2024-11-03,2024-11-04
565,2811,Fraud - Unauthorized,OPEN,2026-08-10,
566,20361,Item Not Received,RESOLVED,2026-05-12,2026-05-25
567,42948,Fraud - Unauthorized,REJECTED,2025-11-23,2025-11-24
568,46582,Merchant Error,OPEN,2025-02-19,
569,18029,Item Not As Described,RESOLVED,2025-01-10,2025-01-23
570,41528,Item Not Received,RESOLVED,2026-08-10,
571,33572,Item Not Received,RESOLVED,2025-02-15,2025-02-18
572,12007,Item Not As Described,RESOLVED,2025-05-14,2025-05-17
573,3908,Item Not As Described,RESOLVED,2024-09-02,2024-09-08
574,8266,Incorrect Amount,RESOLVED,2025-12-04,2025-12-12
575,32236,Item Not As Described,OPEN,2025-05-14,
576,37772,Item Not As Described,RESOLVED,2025-06-24,2025-07-08
577,46132,Item Not As Described,RESOLVED,2024-10-01,2024-10-03
578,6556,Item Not Received,RESOLVED,2026-03-15,2026-03-30
579,27441,Incorrect Amount,REJECTED,2024-12-23,2024-12-27
580,23067,Item Not Received,RESOLVED,2025-08-24,2025-09-03
581,16934,Fraud - Unauthorized,RESOLVED,2026-08-05,
582,27254,Fraud - Unauthorized,RESOLVED,2024-08-28,2024-08-30
583,47924,Item Not Received,OPEN,2025-02-26,
584,25319,Duplicate Charge,REJECTED,2026-05-18,2026-05-24
585,32291,Item Not Received,RESOLVED,2025-06-02,2025-06-11
586,84,Item Not As Described,RESOLVED,2025-12-22,2025-12-25
587,41310,Item Not As Described,RESOLVED,2025-11-23,2025-11-27
588,39937,Item Not As Described,RESOLVED,2024-10-13,2024-10-21
589,46989,Item Not As Described,RESOLVED,2025-01-30,2025-02-08
590,49157,Item Not As Described,RESOLVED,2025-08-28,2025-09-05
591,9563,Incorrect Amount,RESOLVED,2025-12-09,2025-12-16
592,34723,Item Not As Described,OPEN,2025-07-25,
593,40984,Duplicate Charge,RESOLVED,2025-08-19,2025-08-24
594,2075,Fraud - Unauthorized,REJECTED,2026-02-01,2026-02-05
595,43481,Item Not Received,REJECTED,2025-06-26,2025-06-27
596,33079,Merchant Error,REJECTED,2026-07-01,2026-07-13
597,28070,Fraud - Unauthorized,REJECTED,2025-05-06,2025-05-07
598,18964,Incorrect Amount,RESOLVED,2026-08-10,
599,46051,Duplicate Charge,RESOLVED,2026-08-10,
600,42956,Item Not Received,OPEN,2024-10-24,
601,31699,Incorrect Amount,REJECTED,2024-10-16,2024-10-25
602,34744,Duplicate Charge,REJECTED,2026-08-10,
603,3421,Item Not Received,RESOLVED,2026-03-30,2026-04-13
604,30014,Item Not As Described,OPEN,2024-12-23,
605,4991,Fraud - Unauthorized,OPEN,2026-08-10,
606,40799,Incorrect Amount,RESOLVED,2026-05-12,2026-05-16
607,1136,Fraud - Unauthorized,RESOLVED,2025-03-30,2025-04-10
608,11551,Fraud - Unauthorized,RESOLVED,2026-04-11,2026-04-26
609,26949,Item Not As Described,RESOLVED,2025-03-19,2025-03-27
610,21456,Item Not As Described,RESOLVED,2026-08-10,
611,12809,Fraud - Unauthorized,RESOLVED,2026-08-10,
612,32162,Merchant Error,RESOLVED,2026-06-22,2026-06-27
613,14584,Duplicate Charge,RESOLVED,2025-11-04,2025-11-11
614,16608,Item Not As Described,RESOLVED,2025-03-20,2025-03-29
615,4377,Fraud - Unauthorized,OPEN,2026-08-10,
616,33245,Incorrect Amount,RESOLVED,2026-01-12,2026-01-22
617,25393,Fraud - Unauthorized,RESOLVED,2025-11-15,2025-11-22
618,31462,Incorrect Amount,REJECTED,2024-10-01,2024-10-04
619,48027,Item Not As Described,RESOLVED,2025-09-07,2025-09-12
620,4834,Item Not As Described,RESOLVED,2025-10-30,2025-11-03
621,550,Incorrect Amount,RESOLVED,2025-10-01,2025-10-03
622,21467,Incorrect Amount,OPEN,2026-05-27,
623,22436,Item Not As Described,RESOLVED,2026-04-14,2026-04-19
624,39590,Item Not Received,RESOLVED,2025-11-23,2025-11-25
625,29960,Fraud - Unauthorized,RESOLVED,2026-01-15,2026-01-18
626,37249,Item Not Received,RESOLVED,2024-12-17,2024-12-25
627,48683,Item Not Received,RESOLVED,2026-06-01,2026-06-09
628,48694,Duplicate Charge,REJECTED,2026-06-25,2026-06-26
629,13079,Item Not As Described,RESOLVED,2026-03-07,2026-03-22
630,18942,Merchant Error,OPEN,2025-05-29,
631,46400,Merchant Error,RESOLVED,2025-03-09,2025-03-23
632,12563,Merchant Error,RESOLVED,2025-02-17,2025-02-18
633,34137,Incorrect Amount,REJECTED,2026-07-21,2026-07-25
634,39616,Item Not As Described,RESOLVED,2026-07-26,2026-08-06
635,14380,Item Not As Described,RESOLVED,2025-09-18,2025-09-28
636,12221,Item Not As Described,RESOLVED,2024-09-20,2024-09-29
637,46137,Duplicate Charge,RESOLVED,2025-05-26,2025-06-09
638,13722,Fraud - Unauthorized,RESOLVED,2025-10-03,2025-10-07
639,47596,Merchant Error,OPEN,2024-11-10,
640,1174,Incorrect Amount,RESOLVED,2024-10-15,2024-10-19
641,4367,Merchant Error,RESOLVED,2024-10-26,2024-10-28
642,32501,Incorrect Amount,RESOLVED,2025-12-13,2025-12-16
643,48787,Item Not As Described,RESOLVED,2024-09-01,2024-09-15
644,47973,Item Not Received,REJECTED,2026-06-01,2026-06-10
645,47621,Incorrect Amount,REJECTED,2024-12-13,2024-12-27
646,9489,Fraud - Unauthorized,RESOLVED,2025-08-10,2025-08-17
647,13305,Item Not Received,RESOLVED,2025-10-31,2025-11-03
648,31680,Incorrect Amount,RESOLVED,2025-05-17,2025-05-20
649,11159,Merchant Error,OPEN,2026-04-04,
650,25557,Duplicate Charge,RESOLVED,2026-06-02,2026-06-14
651,2877,Merchant Error,RESOLVED,2025-10-16,2025-10-28
652,16041,Fraud - Unauthorized,REJECTED,2024-08-27,2024-09-10
653,47479,Fraud - Unauthorized,REJECTED,2024-12-23,2024-12-28
654,29048,Merchant Error,RESOLVED,2026-03-22,2026-04-04
655,40851,Item Not As Described,RESOLVED,2025-01-05,2025-01-18
656,15733,Item Not As Described,RESOLVED,2025-12-07,2025-12-20
657,36673,Fraud - Unauthorized,RESOLVED,2026-07-11,2026-07-19
658,521,Incorrect Amount,REJECTED,2025-10-13,2025-10-25
659,38049,Merchant Error,REJECTED,2025-06-13,2025-06-19
660,37330,Item Not Received,RESOLVED,2025-07-20,2025-07-31
661,18618,Item Not Received,RESOLVED,2025-11-08,2025-11-18
662,15629,Item Not As Described,RESOLVED,2024-11-19,2024-11-30
663,16577,Item Not Received,REJECTED,2025-08-03,2025-08-09
664,14894,Item Not As Described,RESOLVED,2025-09-20,2025-09-25
665,17826,Duplicate Charge,REJECTED,2025-10-17,2025-10-21
666,29540,Merchant Error,RESOLVED,2026-02-24,2026-03-03
667,14491,Duplicate Charge,OPEN,2026-08-10,
668,11276,Item Not As Described,REJECTED,2024-12-12,2024-12-23
669,25365,Duplicate Charge,REJECTED,2025-02-07,2025-02-08
670,20267,Duplicate Charge,OPEN,2026-03-18,
671,46039,Incorrect Amount,RESOLVED,2025-01-12,2025-01-17
672,37316,Item Not As Described,RESOLVED,2026-07-25,2026-08-02
673,15774,Duplicate Charge,RESOLVED,2025-05-25,2025-05-29
674,24480,Item Not As Described,REJECTED,2025-02-16,2025-02-27
675,10115,Incorrect Amount,RESOLVED,2025-10-08,2025-10-14
676,12001,Merchant Error,RESOLVED,2024-09-09,2024-09-16
677,23554,Duplicate Charge,RESOLVED,2025-09-29,2025-10-12
678,34938,Item Not Received,RESOLVED,2025-03-26,2025-04-05
679,25987,Item Not Received,OPEN,2026-03-15,
680,42293,Fraud - Unauthorized,RESOLVED,2025-01-03,2025-01-04
681,41660,Item Not As Described,RESOLVED,2025-06-01,2025-06-12
682,32649,Item Not As Described,RESOLVED,2025-09-18,2025-09-25
683,16073,Item Not Received,RESOLVED,2025-12-04,2025-12-11
684,21758,Merchant Error,RESOLVED,2025-06-16,2025-06-18
685,22667,Duplicate Charge,RESOLVED,2025-06-02,2025-06-04
686,22224,Item Not As Described,REJECTED,2025-02-20,2025-02-24
687,26202,Item Not As Described,OPEN,2025-09-05,
688,8536,Item Not Received,RESOLVED,2025-08-08,2025-08-15
689,2330,Merchant Error,RESOLVED,2025-03-22,2025-03-23
690,2783,Merchant Error,RESOLVED,2026-08-10,
691,48824,Fraud - Unauthorized,RESOLVED,2024-09-01,2024-09-02
692,35031,Item Not Received,OPEN,2025-12-04,
693,14716,Incorrect Amount,RESOLVED,2025-02-12,2025-02-13
694,38992,Incorrect Amount,OPEN,2025-02-11,
695,21891,Fraud - Unauthorized,RESOLVED,2026-03-28,2026-03-29
696,7546,Item Not As Described,OPEN,2025-03-03,
697,42728,Item Not As Described,REJECTED,2025-04-13,2025-04-18
698,38876,Merchant Error,RESOLVED,2026-03-02,2026-03-15
699,15041,Incorrect Amount,OPEN,2026-08-08,
700,38333,Duplicate Charge,RESOLVED,2026-05-04,2026-05-19
701,24018,Fraud - Unauthorized,RESOLVED,2026-02-20,2026-02-24
702,42374,Item Not Received,OPEN,2025-11-18,
703,49818,Merchant Error,OPEN,2026-01-15,
704,16617,Item Not As Described,RESOLVED,2024-10-23,2024-10-29
705,12929,Item Not As Described,RESOLVED,2025-08-19,2025-08-20
706,32043,Item Not As Described,RESOLVED,2025-09-20,2025-10-04
707,19008,Item Not As Described,RESOLVED,2025-05-10,2025-05-13
708,25412,Duplicate Charge,REJECTED,2026-03-23,2026-04-04
709,24209,Item Not Received,RESOLVED,2026-08-07,
710,6013,Fraud - Unauthorized,RESOLVED,2024-12-02,2024-12-05
711,46208,Merchant Error,RESOLVED,2025-11-23,2025-11-24
712,45466,Merchant Error,REJECTED,2024-12-04,2024-12-13
713,28136,Item Not As Described,OPEN,2025-10-28,
714,16892,Incorrect Amount,OPEN,2025-10-01,
715,13527,Duplicate Charge,RESOLVED,2025-07-27,2025-08-07
716,41216,Item Not As Described,RESOLVED,2026-01-05,2026-01-09
717,9441,Item Not Received,RESOLVED,2024-12-29,2025-01-12
718,12483,Merchant Error,REJECTED,2026-04-30,2026-05-10
719,37127,Item Not As Described,OPEN,2024-10-09,
720,39640,Duplicate Charge,RESOLVED,2026-06-07,2026-06-10
721,23267,Item Not Received,RESOLVED,2025-01-14,2025-01-25
722,8828,Incorrect Amount,RESOLVED,2026-06-06,2026-06-20
723,1970,Incorrect Amount,OPEN,2024-08-24,
724,8784,Item Not Received,RESOLVED,2024-10-09,2024-10-14
725,4995,Merchant Error,RESOLVED,2025-03-29,2025-04-09
726,42088,Duplicate Charge,OPEN,2026-02-22,
727,8877,Duplicate Charge,RESOLVED,2026-06-12,2026-06-21
728,45806,Item Not As Described,RESOLVED,2025-07-11,2025-07-12
729,292,Merchant Error,RESOLVED,2026-08-05,2026-08-08
730,37005,Item Not As Described,REJECTED,2026-05-04,2026-05-05
731,4312,Merchant Error,RESOLVED,2025-09-06,2025-09-07
732,23479,Merchant Error,RESOLVED,2025-02-18,2025-03-04
733,19163,Item Not Received,REJECTED,2025-12-12,2025-12-24
734,5987,Fraud - Unauthorized,OPEN,2026-06-19,
735,28435,Duplicate Charge,RESOLVED,2026-08-04,
736,46354,Merchant Error,RESOLVED,2025-06-08,2025-06-10
737,31097,Fraud - Unauthorized,REJECTED,2024-10-14,2024-10-29
738,47985,Merchant Error,RESOLVED,2026-01-20,2026-01-22
739,28404,Fraud - Unauthorized,RESOLVED,2025-12-24,2025-12-29
740,10101,Fraud - Unauthorized,REJECTED,2026-01-12,2026-01-24
741,36035,Item Not As Described,RESOLVED,2025-04-15,2025-04-23
742,46214,Duplicate Charge,RESOLVED,2025-05-25,2025-06-03
743,45302,Duplicate Charge,RESOLVED,2025-08-07,2025-08-17
744,10662,Item Not Received,REJECTED,2026-04-25,2026-05-03
745,6391,Duplicate Charge,RESOLVED,2026-03-17,2026-03-20
746,16949,Fraud - Unauthorized,RESOLVED,2024-12-18,2024-12-25
747,14690,Merchant Error,RESOLVED,2026-06-19,2026-06-21
748,46292,Duplicate Charge,RESOLVED,2024-12-14,2024-12-27
749,34303,Item Not As Described,RESOLVED,2024-11-25,2024-12-10
750,5672,Fraud - Unauthorized,REJECTED,2025-12-14,2025-12-18
751,23753,Item Not As Described,OPEN,2024-10-22,
752,37551,Item Not As Described,REJECTED,2025-06-13,2025-06-21
753,42807,Duplicate Charge,RESOLVED,2025-05-14,2025-05-22
754,37676,Fraud - Unauthorized,RESOLVED,2026-07-08,2026-07-16
755,12902,Incorrect Amount,RESOLVED,2026-01-27,2026-02-11
756,10993,Fraud - Unauthorized,RESOLVED,2025-11-19,2025-11-23
757,49381,Item Not As Described,OPEN,2025-08-29,
758,814,Incorrect Amount,REJECTED,2026-03-11,2026-03-13
759,48021,Incorrect Amount,OPEN,2026-02-24,
760,15603,Incorrect Amount,RESOLVED,2025-04-04,2025-04-06
761,32080,Item Not As Described,OPEN,2026-06-22,
762,38545,Duplicate Charge,RESOLVED,2025-05-15,2025-05-18
763,34430,Incorrect Amount,REJECTED,2025-04-01,2025-04-06
764,10220,Item Not As Described,OPEN,2025-06-05,
765,10441,Fraud - Unauthorized,OPEN,2025-04-24,
766,31817,Merchant Error,RESOLVED,2026-07-16,2026-07-26
767,42152,Merchant Error,REJECTED,2025-05-24,2025-06-07
768,10076,Duplicate Charge,RESOLVED,2025-06-21,2025-07-05
769,17491,Duplicate Charge,REJECTED,2024-09-14,2024-09-17
770,32293,Fraud - Unauthorized,RESOLVED,2025-06-24,2025-07-07
771,35728,Duplicate Charge,REJECTED,2026-01-31,2026-02-14
772,38969,Duplicate Charge,RESOLVED,2026-01-10,2026-01-12
773,22604,Merchant Error,RESOLVED,2025-02-22,2025-03-09
774,15449,Fraud - Unauthorized,RESOLVED,2025-01-08,2025-01-16
775,5121,Fraud - Unauthorized,RESOLVED,2025-11-12,2025-11-26
776,26045,Incorrect Amount,REJECTED,2024-11-04,2024-11-09
777,8222,Fraud - Unauthorized,RESOLVED,2025-02-06,2025-02-21
778,15379,Item Not As Described,REJECTED,2025-11-28,2025-12-11
779,13556,Fraud - Unauthorized,RESOLVED,2025-11-20,2025-12-02
780,43827,Item Not As Described,RESOLVED,2026-03-10,2026-03-12
781,40050,Item Not Received,OPEN,2025-08-22,
782,29141,Merchant Error,RESOLVED,2026-07-22,2026-08-01
783,1765,Item Not As Described,RESOLVED,2025-11-30,2025-12-09
784,21418,Fraud - Unauthorized,RESOLVED,2026-02-05,2026-02-16
785,35036,Incorrect Amount,RESOLVED,2026-07-30,
786,36917,Merchant Error,RESOLVED,2025-01-15,2025-01-29
787,23871,Merchant Error,REJECTED,2026-01-18,2026-01-26
788,28756,Item Not As Described,RESOLVED,2026-02-20,2026-02-25
789,13248,Duplicate Charge,RESOLVED,2026-08-05,
790,10460,Incorrect Amount,RESOLVED,2026-03-10,2026-03-20
791,46212,Merchant Error,OPEN,2025-06-27,
792,8095,Merchant Error,RESOLVED,2026-04-28,2026-05-01
793,1609,Item Not Received,RESOLVED,2025-05-25,2025-05-30
794,34404,Item Not As Described,RESOLVED,2024-09-02,2024-09-14
795,34677,Merchant Error,REJECTED,2026-03-25,2026-04-02
796,32551,Fraud - Unauthorized,RESOLVED,2025-11-10,2025-11-25
797,41978,Incorrect Amount,RESOLVED,2026-03-30,2026-04-02
798,17140,Item Not As Described,OPEN,2026-01-07,
799,42333,Fraud - Unauthorized,RESOLVED,2025-07-02,2025-07-11
800,13339,Merchant Error,RESOLVED,2025-07-12,2025-07-14
801,28077,Item Not Received,RESOLVED,2026-03-28,2026-03-31
802,20113,Item Not As Described,RESOLVED,2026-05-12,2026-05-25
803,24342,Merchant Error,RESOLVED,2024-10-11,2024-10-14
804,27092,Incorrect Amount,RESOLVED,2026-02-20,2026-03-05
805,11860,Duplicate Charge,RESOLVED,2024-09-01,2024-09-03
806,40396,Merchant Error,RESOLVED,2025-10-29,2025-11-02
807,36074,Item Not As Described,RESOLVED,2024-11-14,2024-11-28
808,12610,Item Not As Described,OPEN,2025-11-16,
809,45438,Fraud - Unauthorized,RESOLVED,2026-06-27,2026-07-09
810,37764,Item Not Received,RESOLVED,2025-07-17,2025-07-24
811,2508,Incorrect Amount,RESOLVED,2025-06-04,2025-06-05
812,26396,Incorrect Amount,RESOLVED,2026-02-23,2026-03-01
813,40158,Merchant Error,OPEN,2024-09-30,
814,20307,Incorrect Amount,RESOLVED,2024-10-10,2024-10-12
815,23025,Fraud - Unauthorized,OPEN,2025-11-08,
816,49512,Incorrect Amount,OPEN,2025-06-12,
817,41029,Duplicate Charge,RESOLVED,2026-02-16,2026-03-03
818,40213,Merchant Error,RESOLVED,2025-02-26,2025-03-08
819,37781,Incorrect Amount,RESOLVED,2026-06-26,2026-07-02
820,29535,Merchant Error,RESOLVED,2024-10-21,2024-10-31
821,17349,Item Not Received,RESOLVED,2026-05-15,2026-05-23
822,29723,Incorrect Amount,RESOLVED,2025-01-03,2025-01-07
823,11029,Item Not Received,RESOLVED,2025-06-20,2025-06-21
824,14333,Fraud - Unauthorized,RESOLVED,2025-04-11,2025-04-25
825,9006,Merchant Error,RESOLVED,2025-10-02,2025-10-16
826,33118,Incorrect Amount,RESOLVED,2025-10-29,2025-11-13
827,1514,Item Not As Described,RESOLVED,2025-01-20,2025-01-25
828,39579,Incorrect Amount,OPEN,2025-04-08,
829,8794,Duplicate Charge,RESOLVED,2026-07-27,2026-07-30
830,31657,Merchant Error,OPEN,2025-02-27,
831,11457,Duplicate Charge,OPEN,2026-06-02,
832,31799,Item Not As Described,RESOLVED,2026-08-10,
833,20529,Duplicate Charge,REJECTED,2026-08-10,
834,48831,Fraud - Unauthorized,RESOLVED,2025-10-14,2025-10-18
835,26167,Incorrect Amount,RESOLVED,2025-09-18,2025-09-28
836,16183,Merchant Error,RESOLVED,2025-09-05,2025-09-13
837,12073,Item Not Received,REJECTED,2026-08-10,
838,471,Item Not Received,REJECTED,2024-11-20,2024-12-03
839,8082,Fraud - Unauthorized,OPEN,2025-06-17,
840,14091,Item Not As Described,RESOLVED,2026-01-09,2026-01-13
841,32777,Merchant Error,RESOLVED,2024-11-26,2024-12-08
842,8525,Incorrect Amount,OPEN,2025-09-10,
843,37280,Item Not Received,RESOLVED,2026-02-23,2026-03-08
844,44554,Duplicate Charge,OPEN,2025-12-26,
845,42108,Item Not As Described,OPEN,2025-11-06,
846,13109,Duplicate Charge,OPEN,2026-03-31,
847,19951,Incorrect Amount,OPEN,2025-12-29,
848,17750,Merchant Error,RESOLVED,2025-01-17,2025-01-20
849,36170,Item Not Received,OPEN,2025-07-01,
850,4642,Item Not Received,OPEN,2025-03-18,
851,1763,Duplicate Charge,OPEN,2024-11-15,
852,3114,Item Not Received,RESOLVED,2024-12-27,2024-12-28
853,49747,Fraud - Unauthorized,RESOLVED,2025-01-27,2025-02-05
854,18090,Incorrect Amount,OPEN,2026-01-26,
855,41565,Item Not Received,OPEN,2025-05-25,
856,33336,Merchant Error,RESOLVED,2025-12-25,2026-01-08
857,24271,Incorrect Amount,REJECTED,2025-09-27,2025-10-11
858,31354,Fraud - Unauthorized,RESOLVED,2026-05-26,2026-06-05
859,27783,Fraud - Unauthorized,REJECTED,2025-09-08,2025-09-15
860,41420,Item Not Received,RESOLVED,2025-03-01,2025-03-07
