transaction_id,user_id,card_id,merchant_id,state_code,amount,currency,transaction_type,status,transaction_ts
15462,556,,272,UP,48753.76,INR,IMPS,SUCCESS,2024-12-18 23:16:21
15463,1662,,175,KL,10961.54,INR,UPI,SUCCESS,2024-08-26 21:33:35
15464,778,,235,GJ,3770.83,INR,UPI,SUCCESS,2025-03-21 00:46:22
15465,1210,1474,288,KA,3185.09,INR,CARD,SUCCESS,2025-11-18 03:08:37
15466,511,611,22,GJ,8432.8,INR,CARD,SUCCESS,2025-12-22 04:55:14
15467,1231,,208,KL,1042.88,INR,UPI,SUCCESS,2024-11-17 18:38:32
15468,1071,1316,17,MP,311.68,INR,CARD,SUCCESS,2026-01-28 04:44:29
15469,1964,,144,PB,2304.79,INR,UPI,SUCCESS,2025-10-24 09:34:18
15470,699,,243,PB,5341.27,INR,IMPS,SUCCESS,2026-05-21 03:25:38
15471,1596,,248,UP,3755.32,INR,UPI,SUCCESS,2025-10-27 21:03:31
15472,112,,144,PB,2706.82,INR,UPI,SUCCESS,2026-03-29 00:42:57
15473,813,1008,36,UP,1307.85,INR,CARD,SUCCESS,2025-02-26 03:12:06
15474,401,491,157,UP,2938.98,INR,CARD,SUCCESS,2026-07-27 20:10:59
15475,813,1008,183,WB,1317.04,INR,CARD,SUCCESS,2025-11-13 09:46:11
15476,1834,,119,DL,2655.37,INR,UPI,SUCCESS,2025-11-27 02:38:18
15477,606,,288,WB,84341.38,INR,UPI,SUCCESS,2024-12-13 03:07:13
15478,1657,,167,KA,78433.25,INR,UPI,SUCCESS,2025-08-31 01:34:29
15479,731,,89,HR,61833.42,INR,IMPS,SUCCESS,2025-05-12 16:23:17
15480,68,,240,OD,7713.14,INR,IMPS,SUCCESS,2025-05-03 20:19:18
15481,1753,,167,WB,56153.64,INR,UPI,SUCCESS,2025-12-28 09:28:27
15482,1487,1771,78,MP,12395.99,INR,CARD,SUCCESS,2026-07-27 21:47:08
15483,1521,,183,AS,36396.42,INR,UPI,FAILED,2026-01-02 05:01:27
15484,901,,205,MH,1178.76,INR,UPI,SUCCESS,2026-06-08 12:22:00
15485,1313,1587,90,TG,15875.97,INR,CARD,SUCCESS,2024-08-15 06:45:40
15486,849,,22,MH,8880.49,INR,IMPS,SUCCESS,2026-06-13 06:45:39
15487,374,,223,KL,10450.13,INR,IMPS,SUCCESS,2025-05-15 22:37:48
15488,831,,145,TN,2083.7,INR,UPI,PENDING,2025-01-01 18:51:18
15489,476,,135,TN,7762.09,INR,UPI,SUCCESS,2025-08-16 04:14:38
15490,1564,1855,198,MP,1455.37,INR,CARD,SUCCESS,2025-03-06 03:41:55
15491,1640,,199,WB,2288.53,INR,IMPS,SUCCESS,2025-11-11 00:25:08
15492,1386,,171,GJ,37707.67,INR,UPI,SUCCESS,2026-06-26 01:28:11
15493,1246,1512,292,KL,64455.41,INR,CARD,SUCCESS,2024-12-28 18:17:05
15494,1879,,3,BR,3111.55,INR,UPI,SUCCESS,2025-05-02 12:43:35
15495,477,,123,GJ,7089.94,INR,UPI,SUCCESS,2025-10-12 04:50:48
15496,756,932,56,KL,15975.61,INR,CARD,SUCCESS,2025-01-09 01:31:43
15497,1362,,233,HR,10039.08,INR,NEFT,SUCCESS,2025-11-16 00:57:02
15498,566,,53,OD,8626.91,INR,UPI,SUCCESS,2025-10-22 05:19:53
15499,1729,,79,KA,11493.22,INR,NEFT,SUCCESS,2024-09-28 10:03:54
15500,1869,,55,TN,3643.31,INR,UPI,SUCCESS,2025-12-10 06:28:12
15501,175,,113,RJ,21060.96,INR,UPI,SUCCESS,2025-05-21 10:38:14
15502,353,,236,DL,83445.72,INR,UPI,SUCCESS,2026-03-13 23:55:38
15503,430,,138,HR,239.4,INR,UPI,SUCCESS,2024-10-05 22:14:51
15504,857,1062,179,AS,4872.13,INR,CARD,SUCCESS,2024-09-13 11:59:53
15505,774,,238,WB,426.19,INR,NEFT,SUCCESS,2025-01-15 10:21:05
15506,1427,,149,HR,16434.26,INR,UPI,SUCCESS,2025-10-28 11:53:32
15507,1425,,98,DL,4478.96,INR,UPI,SUCCESS,2024-09-10 19:34:50
15508,1202,,121,KL,4489.43,INR,UPI,SUCCESS,2025-08-06 11:09:01
15509,1937,,150,HR,3364.0,INR,UPI,SUCCESS,2026-05-13 08:50:21
15510,1537,,101,TG,2708.38,INR,UPI,SUCCESS,2025-12-02 05:29:55
15511,1110,,148,MH,318.28,INR,UPI,SUCCESS,2025-04-05 00:56:06
15512,1597,,242,MH,17526.59,INR,NEFT,SUCCESS,2025-02-26 21:44:02
15513,556,,98,AS,2334.53,INR,UPI,SUCCESS,2025-09-11 09:28:31
15514,1264,,152,GJ,1738.19,INR,IMPS,FAILED,2025-11-17 14:15:46
15515,1468,1749,202,KL,14221.5,INR,CARD,SUCCESS,2026-02-21 23:48:50
15516,1425,,231,KL,659.31,INR,UPI,SUCCESS,2025-11-13 00:30:51
15517,468,,285,TG,10927.91,INR,NEFT,SUCCESS,2025-12-25 06:31:02
15518,1371,,160,RJ,42445.83,INR,UPI,FAILED,2026-01-17 04:33:05
15519,1972,,5,BR,23465.15,INR,UPI,SUCCESS,2024-10-18 22:32:01
15520,1016,,118,BR,4970.59,INR,UPI,SUCCESS,2025-08-11 22:07:20
15521,295,,95,GJ,1458.66,INR,NEFT,FAILED,2025-02-09 00:17:34
15522,728,,235,HR,3019.64,INR,IMPS,SUCCESS,2026-02-07 06:32:03
15523,896,,267,TG,49906.18,INR,UPI,SUCCESS,2024-09-27 11:32:12
15524,141,,133,WB,492.28,INR,UPI,SUCCESS,2025-04-28 08:47:01
15525,1243,1510,19,BR,10985.45,INR,CARD,SUCCESS,2025-06-29 11:07:35
15526,1250,1518,157,DL,6926.14,INR,CARD,SUCCESS,2025-07-30 20:30:19
15527,754,,267,GJ,48644.39,INR,UPI,SUCCESS,2026-06-19 09:12:36
15528,1092,,176,TN,4282.34,INR,UPI,SUCCESS,2026-02-28 05:25:23
15529,1472,1754,229,PB,1053.63,INR,CARD,SUCCESS,2025-04-29 09:38:45
15530,1490,,287,MH,51309.1,INR,IMPS,SUCCESS,2025-12-31 21:06:32
15531,1593,,236,AS,59989.7,INR,UPI,SUCCESS,2025-09-12 02:41:58
15532,320,395,283,GJ,52339.88,INR,CARD,SUCCESS,2025-06-18 13:57:22
15533,1643,,194,UP,937.74,INR,UPI,SUCCESS,2025-05-26 00:08:49
15534,546,,128,GJ,36539.9,INR,UPI,SUCCESS,2026-03-14 21:26:26
15535,1057,,111,HR,11195.46,INR,UPI,SUCCESS,2024-09-12 10:16:57
15536,848,,287,TN,16427.71,INR,UPI,SUCCESS,2024-10-30 08:32:52
15537,998,,98,HR,3970.48,INR,IMPS,SUCCESS,2025-12-16 05:14:08
15538,324,,98,HR,5212.58,INR,UPI,SUCCESS,2025-10-14 15:18:17
15539,1444,,213,BR,7735.87,INR,NEFT,FAILED,2026-06-15 16:48:07
15540,590,,16,MH,1339.68,INR,UPI,SUCCESS,2024-12-04 13:33:32
15541,356,,29,DL,55982.46,INR,UPI,SUCCESS,2025-08-19 02:34:55
15542,41,,23,BR,2799.04,INR,UPI,SUCCESS,2024-11-16 12:35:23
15543,817,,3,AS,5410.83,INR,UPI,SUCCESS,2025-09-13 13:37:04
15544,52,57,248,MP,7155.7,INR,CARD,SUCCESS,2024-12-11 10:32:28
15545,535,,18,WB,2714.68,INR,UPI,SUCCESS,2025-07-19 10:29:49
15546,497,591,72,KA,1518.46,INR,CARD,SUCCESS,2025-06-28 09:38:06
15547,306,376,55,RJ,3852.07,INR,CARD,SUCCESS,2024-10-31 12:20:48
15548,627,,133,UP,3256.46,INR,UPI,SUCCESS,2025-06-03 15:16:40
15549,1277,1547,205,WB,348.37,INR,CARD,SUCCESS,2026-02-25 07:55:27
15550,868,,90,MP,28300.88,INR,UPI,SUCCESS,2025-07-29 12:33:59
15551,1713,,167,HR,12400.34,INR,UPI,SUCCESS,2026-08-09 06:04:04
15552,830,1025,20,TG,314.16,INR,CARD,SUCCESS,2025-10-29 10:07:19
15553,695,,295,AS,7895.9,INR,UPI,SUCCESS,2025-10-10 10:53:58
15554,377,,208,GJ,2502.87,INR,UPI,SUCCESS,2024-11-04 10:16:47
15555,1691,,46,MP,11299.95,INR,UPI,SUCCESS,2025-03-17 03:40:26
15556,1891,,239,WB,4422.52,INR,UPI,SUCCESS,2024-11-18 11:10:03
15557,627,776,292,WB,84430.5,INR,CARD,SUCCESS,2026-10-27 09:12:23
15558,1955,,86,PB,429.79,INR,UPI,SUCCESS,2026-01-04 20:06:44
15559,1495,,180,MP,4526.51,INR,NEFT,SUCCESS,2024-08-26 01:38:07
15560,1510,,267,PB,20142.26,INR,UPI,SUCCESS,2025-09-20 17:21:54
15561,15,,253,PB,4005.17,INR,UPI,SUCCESS,2024-08-11 16:15:34
15562,1676,,262,TN,1347.36,INR,UPI,SUCCESS,2026-04-11 04:37:19
15563,1276,,21,KA,6153.14,INR,UPI,SUCCESS,2026-06-05 05:10:04
15564,1164,,147,WB,5149.54,INR,NEFT,SUCCESS,2025-11-10 19:52:20
15565,34,35,247,KA,330.86,INR,CARD,SUCCESS,2026-08-09 02:05:36
15566,829,,242,MH,17325.66,INR,UPI,SUCCESS,2026-06-20 18:53:48
15567,1330,,156,TN,1087.87,INR,NEFT,SUCCESS,2025-05-07 09:27:31
15568,1549,,277,HR,1096.97,INR,UPI,SUCCESS,2024-12-06 14:36:15
15569,1708,,149,BR,19710.34,INR,IMPS,SUCCESS,2026-03-04 20:44:49
15570,1772,2095,205,WB,916.11,INR,CARD,SUCCESS,2025-05-10 08:36:30
15571,609,743,161,WB,2860.42,INR,CARD,SUCCESS,2025-02-23 15:42:24
15572,212,,233,KL,17596.51,INR,IMPS,SUCCESS,2025-11-08 10:05:18
15573,715,,9,RJ,6501.87,INR,UPI,SUCCESS,2026-03-01 19:20:47
15574,430,,267,TN,43529.48,INR,UPI,SUCCESS,2026-01-12 00:46:56
15575,685,,210,TG,756.4,INR,UPI,SUCCESS,2025-06-15 02:50:40
15576,1928,2290,175,GJ,4846.48,INR,CARD,SUCCESS,2025-11-28 01:40:49
15577,640,,27,TG,7455.26,INR,NEFT,SUCCESS,2025-06-20 23:41:03
15578,647,,80,KA,23412.3,INR,UPI,SUCCESS,2024-09-24 10:45:50
15579,1360,,255,UP,1320.37,INR,IMPS,SUCCESS,2025-07-19 18:50:44
15580,1658,,21,TN,15076.7,INR,UPI,SUCCESS,2024-10-17 20:22:45
15581,1076,,159,MH,526.63,INR,UPI,SUCCESS,2024-10-07 22:17:55
15582,1334,,233,BR,271.55,INR,NEFT,SUCCESS,2024-09-17 03:59:13
15583,531,,89,TG,19658.8,INR,UPI,FAILED,2025-01-04 20:31:24
15584,1343,1627,225,BR,77245.27,INR,CARD,SUCCESS,2026-12-28 17:29:29
15585,580,,73,BR,20431.32,INR,UPI,SUCCESS,2025-09-11 15:46:49
15586,1568,,155,MP,420.22,INR,UPI,SUCCESS,2025-04-15 07:06:59
15587,1509,,232,GJ,17303.98,INR,UPI,SUCCESS,2024-08-20 16:18:29
15588,1978,2349,43,UP,1573.13,INR,CARD,SUCCESS,2025-09-23 03:05:30
15589,355,,202,PB,12382.17,INR,IMPS,SUCCESS,2025-11-03 05:13:20
15590,755,,213,GJ,7058.32,INR,UPI,SUCCESS,2025-03-22 21:57:12
15591,419,,199,PB,1111.77,INR,UPI,SUCCESS,2025-10-16 15:11:14
15592,998,,117,MH,1194.57,INR,UPI,FAILED,2025-08-10 20:50:15
15593,1889,,289,WB,12403.86,INR,UPI,SUCCESS,2025-04-15 18:14:04
15594,1894,,31,RJ,1809.55,INR,UPI,SUCCESS,2026-02-01 05:29:51
15595,1514,,84,TN,51998.2,INR,UPI,SUCCESS,2024-12-02 10:32:11
15596,753,,182,RJ,13343.21,INR,UPI,SUCCESS,2026-06-05 12:07:28
15597,1960,2327,35,OD,7483.32,INR,CARD,SUCCESS,2024-12-14 15:39:14
15598,1886,,30,TG,943.95,INR,UPI,SUCCESS,2025-03-04 17:17:27
15599,667,,41,DL,7087.93,INR,UPI,SUCCESS,2025-10-18 13:55:49
15600,1634,,123,WB,7761.64,INR,UPI,SUCCESS,2025-12-05 11:32:40
15601,688,,297,PB,5982.28,INR,UPI,SUCCESS,2026-07-10 18:39:09
15602,842,,48,GJ,2975.12,INR,NEFT,SUCCESS,2025-10-29 06:46:26
15603,1882,,202,DL,5505.95,INR,UPI,SUCCESS,2025-03-22 18:47:33
15604,1037,,79,MH,8802.78,INR,UPI,SUCCESS,2024-12-06 03:24:30
15605,1186,,294,MP,877.21,INR,UPI,SUCCESS,2025-11-28 06:01:37
15606,863,,71,AS,128.09,INR,UPI,SUCCESS,2025-01-24 09:00:41
15607,1113,,142,DL,34929.26,INR,NEFT,SUCCESS,2026-01-25 15:36:28
15608,405,,63,PB,24604.12,INR,UPI,SUCCESS,2025-11-07 09:05:24
15609,1151,1412,20,DL,1164.42,INR,CARD,SUCCESS,2025-02-16 09:57:14
15610,1600,,94,MH,85224.19,INR,UPI,SUCCESS,2025-09-17 13:36:00
15611,748,,154,MP,408.35,INR,UPI,SUCCESS,2024-10-28 05:55:46
15612,781,,228,MP,2050.43,INR,UPI,SUCCESS,2025-04-26 05:07:23
15613,182,,81,KL,4087.33,INR,UPI,SUCCESS,2024-09-01 22:40:24
15614,1322,,91,WB,14436.99,INR,UPI,SUCCESS,2026-03-22 11:34:22
15615,186,,171,GJ,3129.1,INR,UPI,FAILED,2024-10-15 05:07:17
15616,1235,,243,KA,3303.52,INR,UPI,SUCCESS,2025-11-07 08:43:24
15617,1509,,41,GJ,4892.77,INR,UPI,SUCCESS,2024-08-28 13:27:53
15618,213,,291,KL,2570.54,INR,IMPS,SUCCESS,2024-11-13 14:45:11
15619,316,,265,WB,8581.08,INR,UPI,SUCCESS,2026-04-02 02:21:00
15620,1023,,166,KA,20589.22,INR,UPI,SUCCESS,2025-03-20 08:52:31
15621,1387,,147,GJ,3399.12,INR,UPI,SUCCESS,2026-07-14 00:04:02
15622,1988,,137,WB,196.12,INR,UPI,SUCCESS,2025-09-27 10:47:37
15623,1732,2044,217,RJ,9447.44,INR,CARD,SUCCESS,2026-10-10 17:37:24
15624,1834,2180,173,WB,2744.01,INR,CARD,SUCCESS,2026-11-10 22:18:26
15625,1355,1642,162,AS,2103.86,INR,CARD,SUCCESS,2025-08-28 00:29:46
15626,18,,229,TN,321.86,INR,IMPS,SUCCESS,2025-07-28 14:39:23
15627,812,,193,KL,7944.7,INR,UPI,SUCCESS,2025-10-22 08:44:07
15628,1940,,154,KL,1456.17,INR,UPI,SUCCESS,2025-09-13 17:02:02
15629,1159,,165,TN,14658.41,INR,UPI,SUCCESS,2024-11-15 17:08:44
15630,1273,,50,HR,31740.91,INR,UPI,SUCCESS,2025-05-22 02:58:55
15631,1896,2252,60,UP,487.21,INR,CARD,SUCCESS,2024-10-08 16:02:51
15632,1642,,287,HR,47074.21,INR,NEFT,SUCCESS,2024-10-27 14:50:27
15633,328,,236,DL,78246.35,INR,UPI,SUCCESS,2025-01-04 07:13:47
15634,1791,,79,TN,1599.77,INR,UPI,SUCCESS,2026-04-03 00:05:35
15635,106,,181,MP,1295.78,INR,UPI,FAILED,2025-09-15 22:13:20
15636,1455,,245,PB,32394.36,INR,UPI,FAILED,2025-11-06 05:14:20
15637,29,,4,TN,11569.88,INR,UPI,SUCCESS,2025-05-22 09:54:43
15638,899,,58,BR,439.48,INR,UPI,SUCCESS,2026-04-25 12:23:35
15639,1742,,110,DL,1048.53,INR,UPI,SUCCESS,2025-08-14 19:35:55
15640,1297,,228,KL,3147.37,INR,UPI,SUCCESS,2025-02-18 13:23:36
15641,54,,247,KA,1022.68,INR,NEFT,SUCCESS,2025-01-29 16:50:03
15642,830,,290,TN,1950.36,INR,UPI,SUCCESS,2025-01-22 08:14:59
15643,621,,38,HR,33206.39,INR,UPI,SUCCESS,2025-02-22 16:40:53
15644,392,,61,UP,1491.04,INR,UPI,SUCCESS,2026-06-24 11:17:01
15645,765,,267,AS,47419.96,INR,UPI,SUCCESS,2025-04-29 04:59:20
15646,1754,,24,DL,2741.56,INR,UPI,SUCCESS,2024-08-17 14:03:13
15647,1060,,21,WB,13416.9,INR,UPI,SUCCESS,2026-08-07 09:49:40
15648,241,,33,KL,20259.3,INR,UPI,SUCCESS,2025-06-30 06:14:28
15649,94,,299,BR,14311.3,INR,UPI,PENDING,2026-01-20 14:53:18
15650,187,,84,GJ,8099.66,INR,UPI,SUCCESS,2025-02-25 10:33:35
15651,309,,49,DL,48688.78,INR,UPI,SUCCESS,2025-01-31 10:16:14
15652,1482,,192,GJ,3507.07,INR,UPI,SUCCESS,2024-11-30 12:59:22
15653,1508,1790,279,TG,3193.82,INR,CARD,SUCCESS,2025-06-23 11:56:57
15654,1740,,63,BR,12035.93,INR,NEFT,SUCCESS,2026-03-14 01:46:12
15655,734,906,222,WB,1369.13,INR,CARD,SUCCESS,2025-03-29 18:51:29
15656,1067,,48,GJ,672.58,INR,UPI,SUCCESS,2026-03-25 23:10:48
15657,596,,194,UP,1426.48,INR,UPI,SUCCESS,2026-12-17 08:24:54
15658,829,,277,WB,2776.52,INR,UPI,SUCCESS,2025-05-22 23:57:28
15659,1608,1902,35,OD,1747.36,INR,CARD,SUCCESS,2024-08-21 19:04:12
15660,1607,,8,HR,6439.45,INR,NEFT,SUCCESS,2026-06-23 18:04:49
15661,71,77,110,PB,1746.97,INR,CARD,SUCCESS,2026-04-21 02:40:39
15662,1438,,279,TN,5293.97,INR,UPI,SUCCESS,2026-04-16 21:21:59
15663,1589,,63,KA,8510.32,INR,UPI,SUCCESS,2025-11-28 23:09:29
15664,613,,217,OD,12104.03,INR,IMPS,SUCCESS,2025-08-30 21:34:48
15665,64,,180,BR,1425.05,INR,UPI,SUCCESS,2025-03-27 11:44:26
15666,1273,,254,KA,7365.31,INR,NEFT,SUCCESS,2026-02-20 21:59:19
15667,1348,,150,PB,9442.03,INR,UPI,SUCCESS,2026-05-05 18:10:32
15668,1220,,131,AS,2352.32,INR,UPI,SUCCESS,2026-05-08 15:30:01
15669,723,,36,WB,1779.11,INR,NEFT,SUCCESS,2025-12-23 05:34:03
15670,1230,,260,AS,6811.91,INR,UPI,SUCCESS,2024-10-19 08:54:36
15671,759,,52,MP,3413.39,INR,IMPS,SUCCESS,2026-03-08 03:59:20
15672,608,,51,TN,976.87,INR,UPI,SUCCESS,2025-12-31 16:47:30
15673,1875,,287,BR,15437.24,INR,NEFT,SUCCESS,2025-10-26 22:27:24
15674,1623,,2,TG,6192.93,INR,UPI,SUCCESS,2024-11-30 23:48:43
15675,222,,104,MH,481.64,INR,IMPS,SUCCESS,2025-03-03 01:42:26
15676,514,615,28,TN,618.49,INR,CARD,SUCCESS,2026-02-02 20:32:48
15677,18,,81,TN,21299.21,INR,UPI,SUCCESS,2024-11-30 02:08:56
15678,391,480,83,AS,1898.81,INR,CARD,SUCCESS,2024-11-02 13:20:10
15679,1333,,152,BR,1621.03,INR,NEFT,SUCCESS,2025-02-06 12:26:16
15680,1781,,284,WB,4302.73,INR,UPI,SUCCESS,2026-01-22 05:21:44
15681,13,,7,RJ,815.49,INR,IMPS,PENDING,2025-01-14 00:11:52
15682,1296,,240,OD,18403.28,INR,IMPS,SUCCESS,2026-06-27 16:06:09
15683,537,645,193,TN,2080.37,INR,CARD,SUCCESS,2024-08-10 03:08:55
15684,283,,140,MH,2078.27,INR,IMPS,SUCCESS,2025-12-25 18:48:19
15685,410,,65,AS,19949.8,INR,NEFT,SUCCESS,2026-11-07 19:06:19
15686,729,,172,WB,3081.96,INR,IMPS,SUCCESS,2026-02-16 23:04:36
15687,725,,286,AS,86628.31,INR,NEFT,SUCCESS,2026-01-08 03:45:15
15688,1494,,147,PB,1805.71,INR,UPI,SUCCESS,2026-07-04 06:53:13
15689,520,,232,PB,12045.32,INR,UPI,SUCCESS,2024-08-22 07:08:15
15690,1067,,44,KL,36397.4,INR,UPI,SUCCESS,2025-08-27 07:15:44
15691,766,,17,KL,551.36,INR,NEFT,SUCCESS,2025-10-20 02:17:28
15692,119,,295,PB,11019.89,INR,UPI,SUCCESS,2024-10-15 10:04:42
15693,1124,,143,KA,254.44,INR,IMPS,SUCCESS,2025-12-09 05:36:49
15694,569,,155,UP,4202.49,INR,UPI,SUCCESS,2026-03-02 11:07:30
15695,1745,2062,264,KA,33291.73,INR,CARD,SUCCESS,2025-10-20 23:14:29
15696,1598,,1,HR,1572.0,INR,IMPS,SUCCESS,2026-07-16 21:54:10
15697,126,,257,KL,1144.34,INR,UPI,SUCCESS,2026-02-01 04:50:46
15698,864,,183,PB,26636.07,INR,UPI,SUCCESS,2026-04-13 23:23:58
15699,1676,,180,GJ,1831.52,INR,UPI,SUCCESS,2025-11-04 14:59:32
15700,1367,,98,KL,6982.02,INR,UPI,SUCCESS,2025-09-02 08:34:37
15701,1089,,183,AS,36605.59,INR,UPI,SUCCESS,2025-06-25 21:45:12
15702,921,1138,97,OD,618.6,INR,CARD,SUCCESS,2025-03-20 19:58:17
15703,1988,,290,GJ,2926.56,INR,UPI,SUCCESS,2024-08-27 19:49:51
15704,1294,,277,TN,2410.1,INR,UPI,SUCCESS,2026-11-03 21:48:37
15705,1874,,126,UP,17688.32,INR,UPI,SUCCESS,2025-01-27 23:31:37
15706,709,,170,KL,18184.36,INR,IMPS,SUCCESS,2024-08-30 06:24:23
15707,1566,,28,GJ,49518.5,INR,UPI,FAILED,2025-07-01 04:38:26
15708,724,,128,GJ,56156.12,INR,UPI,FAILED,2025-08-26 17:28:00
15709,1424,,36,WB,4151.64,INR,UPI,SUCCESS,2025-10-06 03:09:14
15710,43,,100,GJ,14726.12,INR,UPI,SUCCESS,2025-10-11 08:08:18
15711,43,,4,OD,13970.9,INR,UPI,SUCCESS,2026-02-24 22:21:58
15712,200,240,286,RJ,3228.64,INR,CARD,SUCCESS,2026-12-13 10:05:22
15713,682,,70,AS,19707.31,INR,UPI,SUCCESS,2026-06-05 01:04:27
15714,1105,,9,DL,1119.39,INR,UPI,SUCCESS,2025-11-04 16:41:50
15715,1821,,94,GJ,13193.98,INR,UPI,SUCCESS,2026-01-28 05:41:58
15716,1966,2336,167,AS,34515.16,INR,CARD,SUCCESS,2025-03-10 00:56:32
15717,1626,,202,MH,7784.48,INR,UPI,SUCCESS,2024-09-30 12:42:54
15718,319,,217,UP,46478.03,INR,UPI,SUCCESS,2025-06-25 20:14:02
15719,916,,99,OD,1659.48,INR,UPI,SUCCESS,2024-11-20 01:04:55
15720,1106,,249,MH,1103.4,INR,UPI,SUCCESS,2024-12-28 18:07:00
15721,238,280,51,OD,766.92,INR,CARD,SUCCESS,2025-04-10 00:58:23
15722,764,941,67,TG,14857.21,INR,CARD,SUCCESS,2025-11-21 22:08:33
15723,1005,,272,TG,69953.38,INR,UPI,SUCCESS,2026-05-27 07:56:41
15724,760,,278,HR,3220.83,INR,UPI,SUCCESS,2024-10-12 18:35:35
15725,1130,,9,PB,2393.3,INR,UPI,SUCCESS,2024-11-01 19:07:41
15726,692,,40,TN,2330.49,INR,UPI,SUCCESS,2024-09-23 09:46:49
15727,172,,254,TG,6252.82,INR,UPI,SUCCESS,2025-11-08 12:14:47
15728,628,,152,MH,2460.88,INR,UPI,SUCCESS,2024-08-15 20:24:56
15729,503,,95,OD,3119.0,INR,UPI,SUCCESS,2025-11-10 03:42:45
15730,1486,,255,KL,846.79,INR,UPI,SUCCESS,2025-09-02 11:26:46
15731,1742,,127,DL,23333.11,INR,UPI,SUCCESS,2025-02-18 05:32:01
15732,771,948,5,AS,15937.24,INR,CARD,SUCCESS,2025-08-28 04:35:53
15733,824,,6,GJ,9517.91,INR,UPI,SUCCESS,2025-11-28 13:29:08
15734,1378,,157,RJ,5920.31,INR,UPI,SUCCESS,2024-09-16 14:46:17
15735,1946,,11,WB,59177.49,INR,UPI,SUCCESS,2025-08-07 04:25:49
15736,1839,2186,111,DL,5545.67,INR,CARD,SUCCESS,2026-02-15 08:25:13
15737,1413,1690,90,MH,26369.15,INR,CARD,SUCCESS,2025-01-24 09:58:02
15738,635,,21,BR,9991.16,INR,NEFT,SUCCESS,2026-02-09 16:57:12
15739,1659,,53,TG,2224.24,INR,UPI,SUCCESS,2025-10-02 07:59:15
15740,1156,1421,262,TG,799.55,INR,CARD,SUCCESS,2026-01-06 13:04:02
15741,1935,,299,KA,1061.13,INR,UPI,SUCCESS,2025-11-22 15:03:07
15742,255,,222,WB,4226.51,INR,UPI,SUCCESS,2026-01-17 03:54:17
15743,76,,106,UP,14259.01,INR,UPI,SUCCESS,2025-10-19 07:24:15
15744,1294,,113,BR,26263.32,INR,IMPS,SUCCESS,2026-07-31 02:44:15
15745,1474,,269,WB,3445.0,INR,UPI,SUCCESS,2025-03-01 19:30:17
15746,1014,,241,RJ,29938.8,INR,UPI,SUCCESS,2026-07-22 16:47:07
15747,95,,84,TG,89375.04,INR,UPI,SUCCESS,2024-09-25 08:01:14
15748,469,563,247,BR,531.49,INR,CARD,SUCCESS,2025-05-06 06:29:13
15749,62,,200,TN,18530.19,INR,UPI,SUCCESS,2025-11-01 21:27:43
15750,377,,51,PB,507.73,INR,UPI,FAILED,2024-09-18 11:19:23
15751,1123,1378,203,BR,12813.75,INR,CARD,SUCCESS,2025-01-25 16:50:22
15752,377,460,25,TN,17994.76,INR,CARD,FAILED,2026-03-30 03:39:36
15753,458,,209,WB,17534.19,INR,UPI,SUCCESS,2026-10-01 20:52:31
15754,1600,,106,WB,19745.69,INR,UPI,SUCCESS,2025-10-18 16:04:00
15755,420,,75,DL,4390.09,INR,UPI,SUCCESS,2025-01-16 02:18:04
15756,1512,,169,GJ,1344.62,INR,UPI,SUCCESS,2024-09-18 15:16:43
15757,368,,234,GJ,1293.55,INR,UPI,SUCCESS,2024-09-17 19:13:54
15758,1879,,143,UP,489.52,INR,IMPS,SUCCESS,2026-10-28 14:43:33
15759,1998,,230,GJ,7403.56,INR,NEFT,FAILED,2025-11-20 19:10:47
15760,1421,,114,UP,1312.9,INR,NEFT,SUCCESS,2024-10-03 03:33:30
15761,32,,37,DL,2794.9,INR,UPI,SUCCESS,2024-10-07 01:09:16
15762,983,1199,92,WB,3552.93,INR,CARD,SUCCESS,2025-09-12 22:48:19
15763,1673,1986,160,TN,1069.02,INR,CARD,SUCCESS,2026-10-27 08:44:16
15764,959,1172,76,DL,50513.18,INR,CARD,FAILED,2026-02-19 11:00:53
15765,1147,,240,OD,15706.4,INR,UPI,SUCCESS,2025-04-19 23:12:24
15766,1629,,40,TG,2660.19,INR,UPI,SUCCESS,2024-10-23 08:33:42
15767,1843,2191,95,KA,3636.42,INR,CARD,SUCCESS,2026-01-13 10:42:27
15768,866,,117,TN,1632.35,INR,UPI,SUCCESS,2024-08-30 23:23:19
15769,623,,4,HR,31550.3,INR,UPI,SUCCESS,2026-05-30 06:55:07
15770,1961,2330,96,TN,362.34,INR,CARD,SUCCESS,2025-12-26 07:27:58
15771,1156,,244,RJ,1754.99,INR,UPI,SUCCESS,2025-07-30 08:11:00
15772,472,,195,GJ,58901.04,INR,UPI,SUCCESS,2025-11-23 15:57:07
15773,1492,,100,MP,2134.76,INR,UPI,FAILED,2024-12-06 23:00:48
15774,238,,127,KL,36768.63,INR,UPI,SUCCESS,2025-05-15 00:37:10
15775,634,,159,KA,3213.46,INR,UPI,SUCCESS,2026-02-08 11:03:43
15776,1146,,19,DL,7407.55,INR,IMPS,SUCCESS,2025-12-28 22:31:56
15777,174,,174,KA,4848.4,INR,IMPS,PENDING,2025-11-04 01:12:09
15778,1901,2256,62,OD,16093.67,INR,CARD,SUCCESS,2026-03-23 16:37:56
